index,Album,Song Name,Lyrics
40,Speak Now,Haunted,"You and I walk a fragile line I have known it all this time But I never thought I'd live to see it break It's getting dark and it's all too quiet And I can't trust anything now And it's coming over you like it's all a big mistake  Woah, holding my breath Won't lose you again Something's made your eyes go cold Come on, come on, don't leave me like this I thought I had you figured out Something's gone terribly wrong You're all I wanted Come on, come on, don't leave me like this I thought I had you figured out Can't breathe whenever you're gone Can't turn back now, I'm haunted  Stood there and watched you walk away From everything we had But I still mean every word I said to you He will try to take away my pain And he just might make me smile But the whole time, I'm wishing he was you instead  Oh, holding my breath Won't see you again Something keeps me holding onto nothing  Come on, come on, don't leave me like this I thought I had you figured out Something's gone terribly wrong You're all I wanted Come on, come on, don't leave me like this I thought I had you figured out Can't breathe whenever you're gone Can't turn back now, I'm haunted You might also like I know, I know I just know You're not gone You can't be gone, no  Come on, come on, don't leave me like this I thought I had you figured out Something's gone terribly wrong Won't finish what you started Come on, come on, don't leave me like this I thought I had you figured out Can't breathe whenever you're gone I can't go back, I'm haunted  Oh-oh, oh-oh, oh-oh, oh You and I walk a fragile line I have known it all this time Never ever thought I'd see it break Never thought I'd see it"
41,Speak Now,Innocent,"I guess you really did it this time Left yourself in your war path Lost your balance on a tightrope Lost your mind trying to get it back  Wasn't it easier in your lunchbox days? Always a bigger bed to crawl into Wasn't it beautiful when you believed in everything And everybody believed in you? It's alright, just wait and see Your string of lights are still bright to me, oh Who you are is not where you've been You're still an innocent You're still an innocent  Did some things you can't speak of But at night, you live it all again You wouldn't be shattered on the floor now If only you had seen what you know now then  Wasn't it easier in your firefly-catching days? When everything out of reach Someone bigger brought down to you Wasn't it beautiful running wild 'til you fell asleep Before the monsters caught up to you?  It's alright, just wait and see Your string of lights are still bright to me, oh Who you are is not where you've been You're still an innocent It's okay, and life is a tough crowd Thirty-two and still growing up now Who you are is not what you did You're still an innocent You might also like Time turns flames to embers You'll have new Septembers Every one of us has messed up, too, ooh Minds change like the weather I hope you remember Today is never too late to be brand new, oh  It's alright, just wait and see Your string of lights is still bright to me, oh Who you are is not where you've been You're still an innocent It's okay, and life is a tough crowd Thirty-two and still growing up now Who you are is not what you did You're still an innocent You're still an innocent  Lost your balance on a tightrope, oh It's never too late to get it back"
42,Red,The Lucky One,"New to town with a made-up name In the angel's city, chasing fortune and fame And the camera flashes make it look like a dream You had it figured out since you were in school Everybody loves pretty, everybody loves cool So overnight, you look like a sixties queen  Another name goes up in lights Like diamonds in the sky And they’ll tell you now, you’re the lucky one Yeah, they’ll tell you now, you’re the lucky one But can you tell me now, you’re the lucky one? Oh, oh, oh  Now, it’s big black cars and Riviera views And your lover in the foyer doesn’t even know you And your secrets end up splashed on the news front page And they tell you that you’re lucky, but you’re so confused 'Cause you don’t feel pretty, you just feel used And all the young things line up to take your place  Another name goes up in lights You wonder if you’ll make it out alive  And they’ll tell you now, you’re the lucky one Yeah, they’ll tell you now, you’re the lucky one But can you tell me now, you’re the lucky one? Oh, oh, oh  It was a few years later, I showed up here And they still tell the legend of how you disappeared How you took the money and your dignity and got the hell out They say you bought a bunch of land somewhere Chose the rose garden over Madison Square And it took some time, but I understand it now You might also like 'Cause now my name is up in lights But I think you got it right  Let me tell you now, you’re the lucky one Let me tell you now, you’re the lucky one Let me tell you now, you’re the lucky one, oh, oh, oh And they’ll tell you now, you’re the lucky one Yeah, they’ll tell you now, you’re the lucky one And they’ll tell you now, you’re the lucky one, oh, oh, oh Oh, whoa, oh, oh"
43,Red,State of Grace,"I'm walking fast through the traffic lights Busy streets and busy lives And all we know is touch and go We are alone with our changing minds We fall in love 'til it hurts or bleeds Or fades in time  And I never (Never) Saw you coming And I’ll never (Never) Be the same You come around and the armor falls Pierce the room like a cannonball Now, all we know is don’t let go We are alone, just you and me Up in your room and our slates are clean Just twin fire signs, four blue eyes  So you were never a saint And I've loved in shades of wrong We learn to live with the pain Mosaic broken hearts But this love is brave and wild  And I never (Never) Saw you coming And I’ll never (Never) Be the same  This is a state of grace This is the worthwhile fight Love is a ruthless game Unless you play it good and right These are the hands of fate You’re my Achilles heel This is the golden age Of something good and right and real You might also like And I never (Never) Saw you coming And I’ll never Be the same  And I never (Never) Saw you coming And I’ll never (So you were never a saint) (And I've loved in shades of wrong) Be the same (We learn to live with the pain) (Mosaic broken hearts) (But this love is brave and wild)  This is a state of grace This is the worthwhile fight Love is a ruthless game Unless you play it good and right"
45,Red,We Are Never Ever Getting Back Together,"I remember when we broke up the first time Saying, ""This is it, I've had enough,"" 'cause like We hadn't seen each other in a month When you said you needed space (What?) Then you come around again and say ""Baby, I miss you and I swear I'm gonna change, trust me"" Remember how that lasted for a day? I say, ""I hate you,"" we break up, you call me, ""I love you""  Ooh-ooh-ooh-ooh-ooh We called it off again last night, but Ooh-ooh-ooh-ooh-ooh This time, I'm telling you, I'm telling you We are never, ever, ever getting back together We are never, ever, ever getting back together You go talk to your friends, talk to my friends, talk to me But we are never, ever, ever, ever getting back together Like, ever  I'm really gonna miss you picking fights And me falling for it, screaming that I'm right And you would hide away and find your peace of mind With some indie record that's much cooler than mine  Ooh-ooh-ooh-ooh-ooh You called me up again tonight, but Ooh-ooh-ooh-ooh-ooh This time, I'm telling you, I'm telling you  We (We) are never, ever, ever getting back together We are never, ever, ever getting back together You go talk to your friends, talk to my friends, talk to me (Talk to me) But we are never, ever, ever, ever getting back together  Ooh-ooh-ooh-ooh-ooh (Yeah) Ooh-ooh-ooh-ooh-ooh-ooh (Yeah) Ooh-ooh-ooh-ooh-ooh (Yeah) Oh-oh-oh You might also like I used to think that we were forever, ever And I used to say, ""Never say never"" Ugh, so he calls me up and he's like, ""I still love you"" And I'm like, ""I just, I mean, this is exhausting, you know? Like, we are never getting back together, like, ever""  (No) We are never, ever, ever getting back together We are never, ever, ever (Ooh) getting back together You go talk to your friends, talk to my friends, talk to me But we are never, ever, ever, ever getting back together  We (Ooh-ooh-ooh-ooh-ooh, ooh-ooh-ooh, no) Getting back together We (Ooh-ooh-ooh-ooh-ooh, oh, oh) Getting back together (Yeah) You go talk to your friends, talk to my friends, talk to me (Talk to me) But we are never, ever, ever, ever getting back together"
46,Red,Treacherous,"Put your lips close to mine As long as they don't touch Out of focus, eye to eye 'Til the gravity's too much And I'll do anything you say If you say it with your hands And I'd be smart to walk away But you're quicksand  This slope is treacherous This path is reckless This slope is treacherous And I-I-I like it I can't decide if it's a choice Getting swept away I hear the sound of my own voice Asking you to stay And all we are is skin and bone Trained to get along Forever going with the flow But you're friction  This slope is treacherous This path is reckless This slope is treacherous I, I, I like it  Two headlights shine through the sleepless night And I will get you, get you alone Your name has echoed through my mind And I just think you should, think you should know That nothing safe is worth the drive And I would follow you, follow you home I'll follow you, follow you home  This hope is treacherous This daydream is dangerous This hope is treacherous I-I-I, I-I-I, I-I-I You might also like Two headlights shine through the sleepless night And I will get you, get you alone Your name has echoed through my mind And I just think you should, think you should know That nothing safe is worth the drive And I would follow you, follow you home I'll follow you, follow you home I'll follow you, follow you home I'll follow you, follow you home  This slope is treacherous I-I-I like it"
47,Red,I Almost Do,"I bet this time of night, you’re still up I bet you’re tired from a long hard week I bet you’re sittin' in your chair by the window Looking out at the city, and I bet Sometimes, you wonder 'bout me  And I just wanna tell you It takes everything in me not to call you And I wish I could run to you And I hope you know that Every time I don’t, I almost do, I almost do I bet you think I either moved on or hate you ‘Cause each time you reach out, there’s no reply I bet it never, ever occurred to you That I can’t say hello to you and risk another goodbye  And I just wanna tell you It takes everything in me not to call you And I wish I could run to you And I hope you know that Every time I don’t, I almost do, I almost do  Oh, we made quite a mess, babe It’s probably better off this way And I confess, babe In my dreams, you’re touching my face And asking me if I want to try again with you And I almost do  And I just wanna tell you It takes everything in me not to call you And I wish I could run to you And I hope you know that Every time I don’t, I almost do, I almost do You might also like I bet this time of night, you’re still up I bet you’re tired from a long hard week I bet you’re sittin' in your chair by the window Looking out at the city, and I hope Sometimes, you wonder 'bout me"
48,Red,Everything Has Changed,"(You good to go?)  All I knew this morning when I woke Is I know something now Know something now I didn't before And all I've seen since 18 hours ago Is green eyes and freckles and your smile In the back of my mind, making me feel like I just wanna know you better Know you better, know you better now I just wanna know you better Know you better, know you better now I just wanna know you better Know you better, know you better now I just wanna know you, know you, know you  'Cause all I know is we said, ""Hello"" And your eyes look like coming home All I know is a simple name And everything has changed All I know is you held the door You'll be mine and I'll be yours All I know since yesterday Is everything has changed  And all my walls stood tall, painted blue And I'll take 'em down, take 'em down And open up the door for you And all I feel in my stomach is butterflies The beautiful kind, making up for lost time Taking flight, making me feel right You might also like I just wanna know you better Know you better, know you better now I just wanna know you better Know you better, know you better now I just wanna know you better Know you better, know you better now I just wanna know you, know you, know you  'Cause all I know is we said, ""Hello"" And your eyes look like coming home All I know is a simple name And everything has changed All I know is you held the door You'll be mine and I'll be yours All I know since yesterday Is everything has changed  Come back and tell me why I'm feeling like I've missed you all this time And meet me there tonight And let me know that it's not all in my mind I just wanna know you better Know you better, know you better now I just wanna know you, know you, know you 'Cause all I know is we said, ""Hello"" And your eyes look like coming home All I know is a simple name And everything has changed All I know is you held the door You'll be mine and I'll be yours All I know since yesterday Is everything has changed  All I know is we said, ""Hello"" So dust off your highest hopes All I know is pouring rain And everything has changed All I know is a new found grace All my days, I'll know your face All I know since yesterday Is everything has changed"
50,Red,Begin Again,"Took a deep breath in the mirror He didn't like it when I wore high heels But I do Turn the lock and put my headphones on He always said he didn't get this song But I do, I do  I walked in, expecting you'd be late But you got here early and you stand and wave I walk to you You pull my chair out and help me in And you don't know how nice that is But I do And you throw your head back laughin' like a little kid I think it's strange that you think I'm funny 'cause he never did I've been spending the last eight months Thinkin' all love ever does is break and burn and end But on a Wednesday, in a café, I watched it begin again  You said you never met one girl who Had as many James Taylor records as you But I do We tell stories and you don't know why I'm comin' off a little shy But I do  But you throw your head back laughin' like a little kid I think it's strange that you think I'm funny 'cause he never did I've been spending the last eight months Thinkin' all love ever does is break and burn and end But on a Wednesday, in a café, I watched it begin again  And we walked down the block to my car And I almost brought him up But you start to talk about the movies That your family watches every single Christmas And I wanna talk about that And for the first time, what's past is past You might also like 'Cause you throw your head back laughin' like a little kid I think it's strange that you think I'm funny 'cause he never did I've been spending the last eight months Thinkin' all love ever does is break and burn and end But on a Wednesday, in a café, I watched it begin again  Hmm, hmm But on a Wednesday, in a café, I watched it begin again"
51,Red,The Last Time,"Find myself at your door Just like all those times before I’m not sure how I got there All roads, they lead me here I imagine you are home In your room, all alone And you open your eyes into mine And everything feels better  And right before your eyes I'm breaking, no past No reasons why Just you and me This is the last time I'm asking you this Put my name at the top of your list This is the last time I'm asking you why You break my heart in the blink of an eye (Eye, eye)  You find yourself at my door Just like all those times before You wear your best apology But I was there to watch you leave And all the times I let you in Just for you to go again Disappear when you come back Everything is better  And right before your eyes I'm aching, run fast Nowhere to hide Just you and me  This is the last time I'm asking you this Put my name at the top of your list This is the last time I'm asking you why You break my heart in the blink of an eye (Eye, eye) You might also like  This is the last time you tell me I've got it wrong This is the last time I say it's been you all along This is the last time I let you in my door This is the last time, I won't hurt you anymore Oh-ho, oh-ho, oh-ho, oh-ho Oh-ho, oh-ho, oh-ho, oh-ho This is the last time I'm asking you this Put my name at the top of your list This is the last time I'm asking you why You break my heart in the blink of an eye  This is the last time I'm asking you this (This is the last time I'm asking you this) Put my name at the top of your list (Put my name at the top of your list) This is the last time I'm asking you why (This is the last time I'm asking you why) You break my heart in the blink of an eye (You break my heart) This is the last time I'm asking you, last time I'm asking you Last time I'm asking you this This is the last time I'm asking you, last time I'm asking you Last time I'm asking you this This is the last time I'm asking you, last time I'm asking you Last time I'm asking you this This is the last time I'm asking you, last time I'm asking you Last time I'm asking you this"
52,Red,Starlight,"I said, ""Oh, my, what a marvelous tune"" It was the best night, never would forget how he moved The whole place was dressed to the nines And we were dancing, dancing Like we're made of starlight Like we're made of starlight  I met Bobby on the boardwalk, summer of '45 Picked me up, late one night out the window We were 17 and crazy, running wild, wild Can't remember what song it was playing when we walked in The night we snuck into a yacht club party Pretending to be a duchess and a prince And I said, ""Oh, my, what a marvelous tune"" It was the best night, never would forget how he moved The whole place was dressed to the nines And we were dancing, dancing Like we're made of starlight, starlight Like we're made of starlight, starlight  He said, “Look at you, worrying too much about things you can't change You'll spend your whole life singing the blues if you keep thinking that way"" He was trying to skip rocks on the ocean, saying to me ""Don't you see the starlight, starlight? Don't you dream impossible things?""  Like, ""Oh, my, what a marvelous tune"" It was the best night, never would forget how he moved The whole place was dressed to the nines And we were dancing, dancing Like we're made of starlight, starlight Like we're made of starlight, starlight  Ooh-ooh, he's talking crazy Ooh-ooh, dancing with me Ooh-ooh, we could get married Have ten kids and teach 'em how to dream You might also like  Oh, my, what a marvelous tune It was the best night, never would forget how he moved The whole place was dressed to the nines And we were dancing, dancing Like we're made of starlight, starlight Like we're made of starlight, starlight  Like we're made of starlight, starlight Like we dream impossible dreams Like starlight, starlight Like we dream impossible dreams  Don't you see the starlight, starlight? Don't you dream impossible things?"
53,Red,All Too Well,"I walked through the door with you, the air was cold But something 'bout it felt like home somehow And I left my scarf there at your sister's house And you've still got it in your drawer, even now  Oh, your sweet disposition and my wide-eyed gaze We're singing in the car, getting lost upstate Autumn leaves falling down like pieces into place And I can picture it after all these days And I know it's long gone and That magic's not here no more And I might be okay, but I'm not fine at all Oh, oh, oh  'Cause there we are again on that little town street You almost ran the red 'cause you were lookin' over at me Wind in my hair, I was there I remember it all too well  Photo album on the counter, your cheeks were turning red You used to be a little kid with glasses in a twin-sized bed And your mother's telling stories 'bout you on the tee-ball team You taught me 'bout your past, thinking your future was me  And I know it's long gone and There was nothing else I could do And I forget about you long enough To forget why I needed to 'Cause there we are again in the middle of the night We're dancing ‘round the kitchen in the refrigerator light Down the stairs, I was there I remember it all too well, yeah You might also like Well, maybe we got lost in translation Maybe I asked for too much But maybe this thing was a masterpiece 'Til you tore it all up Running scared, I was there I remember it all too well And you call me up again Just to break me like a promise So casually cruel in the name of being honest I'm a crumpled up piece of paper lying here 'Cause I remember it all, all, all Too well  Time won't fly, it's like I'm paralyzed by it I'd like to be my old self again, but I'm still trying to find it After plaid shirt days and nights when you made me your own Now, you mail back my things and I walk home alone But you keep my old scarf from that very first week 'Cause it reminds you of innocence and it smells like me You can't get rid of it 'Cause you remember it all too well, yeah  'Cause there we are again when I loved you so Back before you lost the one real thing you've ever known It was rare, I was there I remember it all too well Wind in my hair, you were there You remember it all Down the stairs, you were there You remember it all It was rare, I was there I remember it all too well"
54,Red,Red,"Loving him is like driving a new Maserati down a dead-end street Faster than the wind, passionate as sin, ending so suddenly Loving him is like trying to change your mind once you're already flying through the free fall Like the colors in autumn, so bright just before they lose it all  Losing him was blue like I'd never known Missing him was dark gray, all alone Forgetting him was like trying to know somebody you've never met But loving him was red (Red, red) (Red, red) Loving him was red (Red, red) (Red, red)  Touching him was like realizing all you ever wanted was right there in front of you Memorizing him was as easy as knowing all the words to your old favorite song Fighting with him was like trying to solve a crossword and realizing there's no right answer Regretting him was like wishing you never found out that love could be that strong  Losing him was blue like I'd never known Missing him was dark gray, all alone (Whoa) Forgetting him was like trying to know somebody you've never met But loving him was red  (Red, red) Oh, red (Red, red) Burning red (Red, red) (Red, red)  Remembering him comes in flashbacks and echoes Tell myself it's time now, gotta let go But moving on from him is impossible When I still see it all in my head In burning red Burning, it was red You might also like Oh, losing him was blue like I'd never known Missing him was dark gray, all alone (Whoa) Forgetting him was like trying to know somebody you've never met 'Cause loving him was red  (Red, red) Yeah, yeah, red (Red, red) Burning red (Red, red) (Red, red)  And that's why (Red, red) he's spinning 'round in my head Comes back to me (Red, red), burning red (Red, red) Yeah, yeah (Red, red)  His love was like driving a new Maserati down a dead-end street"
56,Red,I Knew You Were Trouble.," Once upon a time, a few mistakes ago I was in your sights, you got me alone You found me, you found me You found me-e-e-e-e I guess you didn't care, and I guess I liked that And when I fell hard, you took a step back Without me, without me Without me-e-e-e-e And he's long gone when he's next to me And I realize the blame is on me  'Cause I knew you were trouble when you walked in So shame on me now Flew me to places I'd never been 'Til you put me down, oh I knew you were trouble when you walked in So shame on me now Flew me to places I'd never been Now I'm lying on the cold hard ground  Oh, oh-oh Trouble, trouble, trouble Oh, oh-oh Trouble, trouble, trouble  No apologies, he'll never see you cry Pretends he doesn't know that he's the reason why You're drowning, you're drowning You're drowning-ing-ing-ing-ing And I heard you moved on from whispers on the street A new notch in your belt is all I'll ever be And now, I see, now, I see Now, I see-e-e-e-e You might also like He was long gone when he met me And I realize the joke is on me, yeah  I knew you were trouble when you walked in (Oh) So shame on me now Flew me to places I'd never been 'Til you put me down, oh I knew you were trouble when you walked in So shame on me now Flew me to places I'd never been (Yeah) Now I'm lying on the cold hard ground  Oh, oh-oh Trouble, trouble, trouble (Yeah, trouble) Oh, oh-oh Trouble, trouble, trouble  And the saddest fear Comes creeping in That you never loved me Or her, or anyone, or anything, yeah I knew you were trouble when you walked in So shame on me now Flew me to places I'd never been (Never been) 'Til you put me down, oh I knew you were trouble when you walked in (Knew it right there) So shame on me now (Knew it right there) Flew me to places I'd never been (Ooh) Now I'm lying on the cold hard ground  Oh, oh-oh Trouble, trouble, trouble (Oh) Oh, oh-oh Trouble, trouble, trouble I knew you were trouble when you walked in Trouble, trouble, trouble I knew you were trouble when you walked in Trouble, trouble, trouble "
57,Red,22,"It feels like a perfect night To dress up like hipsters And make fun of our exes Uh-uh, uh-uh It feels like a perfect night For breakfast at midnight To fall in love with strangers Uh-uh, uh-uh  Yeah We're happy, free, confused and lonely at the same time It's miserable and magical, oh, yeah Tonight's the night when we forget about the deadlines It's time, oh-oh I don't know about you But I'm feeling twenty-two Everything will be alright if You keep me next to you You don't know about me But I'll bet you want to Everything will be alright if We just keep dancing like we're Twenty-two, twenty-two  It seems like one of those nights This place is too crowded Too many cool kids Uh-uh, uh-uh (Who's Taylor Swift, anyway? Ew) It seems like one of those nights We ditch the whole scene And end up dreamin' Instead of sleeping  Yeah We're happy, free, confused and lonely in the best way It's miserable and magical, oh, yeah Tonight's the night when we forget about the heartbreaks It's time, oh-oh You might also like (Hey!) I don't know about you But I'm feeling twenty-two Everything will be alright if (Ooh) You keep me next to you You don't know about me But I'll bet you want to Everything will be alright if (Alright) We just keep dancing like we're Twenty-two (Oh-oh-oh-oh, oh), twenty-two (I don't know about you) Twenty-two, twenty-two (Ooh)  It feels like one of those nights We ditch the whole scene It feels like one of those nights We won't be sleepin' It feels like one of those nights You look like bad news I gotta have you I gotta have you (You) Woah, ooh, yeah, eh-yeah  (Hey!) I don't know about you (I don't know about you) But I'm feeling twenty-two Everything will be alright if (Ooh) You keep me next to you You don't know about me (You don't know about me) But I'll bet you want to Everything will be alright if We just keep dancing like we're (Dancing like we're twenty-two) Twenty-two (Woah-oh), twenty-two (Dancing like) Twenty-two (Yeah, yeah), twenty-two (Yeah, yeah, yeah) It feels like one of those nights (Twenty-two) We ditch the whole scene It feels like one of those nights (Twenty-two) We won't be sleeping It feels like one of those nights (Twenty-two) You look like bad news I gotta have you I gotta have you"
58,Red,Stay Stay Stay,"I'm pretty sure we almost broke up last night I threw my phone across the room, at you I was expecting some dramatic turn away But you stayed This morning, I said we should talk about it 'Cause I read you should never leave a fight unresolved That's when you came in wearing a football helmet And said, ""Okay, let's talk"" And I said Stay, stay, stay I've been loving you for quite some time, time, time You think that it's funny when I'm mad, mad, mad But I think that it's best if we both stay  Before you, I'd only dated self-indulgent takers Who took all of their problems out on me But you carry my groceries and now, I'm always laughing And I love you because you have given me No choice but to  Stay, stay, stay I've been loving you for quite some time, time, time You think that it's funny when I'm mad, mad, mad But I think that it's best if we both stay, stay, stay, stay  You took the time to memorize me My fears, my hopes, and dreams I just like hanging out with you all the time All those times that you didn't leave, it's been occurring to me I'd like to hang out with you for my whole life You might also like Stay and I'll be loving you for quite some time No one else is gonna love me when I get mad, mad, mad So I think that it's best if we both stay, stay Stay, stay, stay, stay!  Stay, stay, stay I've been loving you for quite some time, time, time You think that it's funny when I'm mad, mad, mad But I think that it's best if we both stay, stay Stay, stay, stay, stay!  Stay, stay, stay I've been loving you for quite some time, time, time You think that it's funny when I'm mad, mad, mad But I think that it's best if we both stay (Ha-ha-ha, it's so fun)"
59,Red,Sad Beautiful Tragic,"Long handwritten note deep in your pocket Words, how little they mean when you're a little too late I stood right by the tracks, your face in a locket Good girls, hopeful they'll be and long they will wait  We had a beautiful magic love there What a sad, beautiful, tragic love affair  In dreams, I meet you in warm conversation We both wake in lonely beds, different cities And time is taking its sweet time erasing you And you've got your demons, and darling, they all look like me 'Cause we had a beautiful magic love there What a sad, beautiful, tragic love affair  Distance, timing Breakdown, fighting Silence, the train runs off its tracks Kiss me, try to fix it Could you just try to listen? Hang up, give up And for the life of us we can't get back  A beautiful, magic love there What a sad, beautiful, tragic Beautiful, tragic, beautiful  What we had, a beautiful magic love there What a sad, beautiful, tragic, love affair We had a beautiful magic love there What a sad, beautiful, tragic love affairYou might also like"
60,Red,Holy Ground,"I was reminiscing just the other day While having coffee all alone, and Lord, it took me away Back to a first-glance feeling on New York time Back when you fit in my poems like a perfect rhyme Took off faster than a green light, go Hey, you skip the conversation when you already know I left a note on the door with a joke we'd made And that was the first day  And darling, it was good Never looking down And right there where we stood Was holy ground Spinning like a girl in a brand new dress We had this big wide city all to ourselves We blocked the noise with the sound of, ""I need you"" And for the first time, I had something to lose And I guess we fell apart in the usual way And the story's got dust on every page But sometimes, I wonder how you think about it now And I see your face in every crowd  'Cause darling, it was good Never looking down And right there where we stood Was holy ground  Tonight, I'm gonna dance For all that we've been through But I don't wanna dance If I'm not dancing with you Tonight, I'm gonna dance Like you were in this room But I don't wanna dance If I'm not dancing with you You might also like It was good Never looking down And right there where we stood Was holy ground  Tonight, I'm gonna dance For all that we've been through But I don't wanna dance If I'm not dancing with you Tonight, I'm gonna dance Like you were in this room But I don't wanna dance If I'm not dancing with you"
61,1989,How You Get The Girl,"Oh, oh, oh Oh, oh, oh Oh-oh, oh-oh  Stand there like a ghost Shaking from the rain, rain She'll open up the door and say, ""Are you insane?"" Say it's been a long six months And you were too afraid to tell her what you want, want And that's how it works That's how you get the girl And then, you say  I want you for worse or for better I would wait forever and ever Broke your heart, I'll put it back together I would wait forever and ever And that's how it works That's how you get the girl, girl (Oh-oh, oh) And that's how it works That's how you get the girl, girl  Remind her how it used to be, be, yeah-yeah With pictures in frames of kisses on cheeks, cheeks Tell her how you must have lost your mind, ooh-ooh When you left her all alone And never told her why, why  And that's how it works That's how you lost the girl And now, you say You might also like I want you for worse or for better I would wait forever and ever (Ever and ever) Broke your heart, I'll put it back together I would wait forever and ever And that's how it works That's how you get the girl, girl (Oh-oh, oh-oh) And that's how it works That's how you get the girl, girl Yeah, yeah  And you know Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh That I don't want you to go, oh, oh  Remind me how it used to be Pictures in frames of kisses on cheeks And say you want me, yeah-yeah And then you say  I want you for worse or for better (Worse or for better) I would wait forever and ever (Ever and ever) Broke your heart, I'll put it back together I want you forever and ever (I would wait forever and ever) And that's how it works That's how you get the girl, girl (This is how it works) And that's how it works That's how you get the girl, girl (Get the girl) (That's how it works) And that's how it works That's how you get the girl, girl (Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh) And that's how it works That's how you get the girl, girl (Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh) And that's how it works That's how you got the girl"
62,1989,This Love,"Clear blue water High tide came and brought you in And I could go on and on, on and on and I will Skies grew darker Currents swept you out again And you were just gone and gone, gone and gone  In silent screams and wildest dreams I never dreamed of this This love is good, this love is bad This love is alive back from the dead, oh-oh, oh These hands had to let it go free, and This love came back to me, oh-oh, oh Oh-oh, oh-oh, oh  Tossing, turning Struggled through the night with someone new Baby, I could go on and on, on and on Lantern, burning Flickered in my mind, only you But you were still gone, gone, gone  Been losing grip on sinking ships You showed up just in time  This love is good, this love is bad This love is alive back from the dead, oh-oh, oh These hands had to let it go free, and This love came back to me, oh-oh, oh This love left a permanent mark This love is glowing in the dark, oh-oh, oh These hands had to let it go free, and This love came back to me, oh-oh, oh You might also like (This love, this love, this love, this love, oh-oh, oh) (This love, this love, this love, this love, oh-oh, oh) (This love, this love, this love, this love, oh-oh, oh) (This love, this love, this love, this love)  Your kiss, my cheek, I watched you leave Your smile, my ghost, I fell to my knees When you're young, you just run But you come back to what you need  This love is good, this love is bad This love is alive back from the dead, oh-oh, oh These hands had to let it go free, and This love came back to me, oh-oh, oh (This love) This love left a permanent mark (This love) This love is glowing in the dark, oh-oh, oh (This love) These hands had to let it go free, and (This love) This love came back to me, oh-oh, oh  (This love, this love, this love, this love, oh-oh, oh) (This love, this love, this love, this love, oh-oh, oh) (This love, this love, this love, this love) This love, this love came back to me, oh-oh, oh"
63,1989,I Know Places,"I, I, I, I, I, I, I, I-I I, I, I, I, I, I, I, I-I I, I, I, I, I, I, I, I-I (I, I, I, I)  You stand with your hand on my waistline It's a scene and we're out here in plain sight I can hear them whisper as we pass by It's a bad sign, bad sign Something happens when everybody finds out See the vultures circling, dark clouds Love's a fragile little flame, it could burn out It could burn out 'Cause they got the cages, they got the boxes and guns They are the hunters, we are the foxes and we run  Baby, I know places we won't be found And they'll be chasing their tails trying to track us down 'Cause I, I know places we can hide I know places, I know places  Lights flash and we'll run for the fences Let them say what they want, we won't hear it Loose lips sink ships all the damn time Not this time  Just grab my hand and don't ever drop it, my love They are the hunters, we are the foxes, and we run  Baby, I know places we won't be found And they'll be chasing their tails trying to track us down 'Cause I, I know places we can hide I know places You might also like They are the hunters, we are the foxes, and we run Just grab my hand and don't ever drop it, my love  Baby, I know places we won't be found And they'll be chasing their tails trying to track us down 'Cause I, I know places we can hide I know places  They take their shots, but we're bulletproof (I know places) And you know for me, it's always you (I know places) In the dead of night, your eyes so green (I know places) And I know for you, it's always me (I know places) I, I, I, I, I, I, I, I-I I, I, I, I, I, I, I, I-I "
64,1989,Wildest Dreams,"He said, ""Let's get out of this town Drive out of the city, away from the crowds"" I thought, ""Heaven can't help me now"" Nothing lasts forever But this is gonna take me down  He's so tall and handsome as hell He's so bad, but he does it so well I can see the end as it begins My one condition is Say you'll remember me Standin' in a nice dress Starin' at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your Wildest dreams, ah, ha Wildest dreams, ah, ha  I said, ""No one has to know what we do"" His hands are in my hair, his clothes are in my room And his voice is a familiar sound Nothin' lasts forever But this is gettin' good now  He's so tall and handsome as hell He's so bad, but he does it so well And when we've had our very last kiss My last request is  Say you'll remember me Standin' in a nice dress Starin' at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your Wildest dreams, ah, ha Wildest dreams, ah, ha You might also like You'll see me in hindsight Tangled up with you all night Burnin' it down Someday, when you leave me I bet these memories Follow you around You'll see me in hindsight Tangled up with you all night Burnin' (Burnin') it (It) down (Down) Someday, when you leave me I bet these memories Follow (Follow) you (You) around (Follow you around)  Say you'll remember me Standing in a nice dress Starin' at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just pretend  Say you'll remember me Standin' in a nice dress Starin' at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your (Just pretend, just pretend) Wildest dreams, ah, ha (Ah) In your wildest dreams, ah, ha Even if it's just in your In your wildest dreams, ah, ha In your wildest dreams, ah, ha"
